,Target,Y_hat,Target_Sensation,Y_hat_Sensation
3450,1.0,0,Slighty warm,Neutral
3451,1.0,1,Slighty warm,Slighty warm
3452,2.0,0,Warm,Neutral
3453,-1.0,0,Slighty cool,Neutral
3454,3.0,3,Hot,Hot
3455,-1.0,0,Slighty cool,Neutral
3456,0.0,0,Neutral,Neutral
3457,0.0,0,Neutral,Neutral
3458,0.0,1,Neutral,Slighty warm
3459,1.0,1,Slighty warm,Slighty warm
3460,1.0,0,Slighty warm,Neutral
3461,3.0,1,Hot,Slighty warm
3462,2.0,1,Warm,Slighty warm
3463,0.0,0,Neutral,Neutral
3464,-1.0,0,Slighty cool,Neutral
3465,0.0,0,Neutral,Neutral
3466,-1.0,0,Slighty cool,Neutral
3467,1.0,0,Slighty warm,Neutral
3468,0.0,0,Neutral,Neutral
3469,0.0,0,Neutral,Neutral
3470,1.0,0,Slighty warm,Neutral
3471,1.0,2,Slighty warm,Warm
3472,-1.0,0,Slighty cool,Neutral
3473,1.0,0,Slighty warm,Neutral
3474,1.0,1,Slighty warm,Slighty warm
3475,-1.0,0,Slighty cool,Neutral
3476,0.0,0,Neutral,Neutral
3477,3.0,0,Hot,Neutral
3478,1.0,0,Slighty warm,Neutral
3479,0.0,0,Neutral,Neutral
3480,1.0,0,Slighty warm,Neutral
3481,1.0,1,Slighty warm,Slighty warm
3482,1.0,0,Slighty warm,Neutral
3483,-1.0,0,Slighty cool,Neutral
3484,0.0,0,Neutral,Neutral
3485,2.0,1,Warm,Slighty warm
3486,-1.0,0,Slighty cool,Neutral
3487,-1.0,-1,Slighty cool,Slighty cool
3488,-3.0,0,Cold,Neutral
3489,-2.0,-1,Cool,Slighty cool
3490,0.0,-1,Neutral,Slighty cool
3491,2.0,0,Warm,Neutral
3492,0.0,0,Neutral,Neutral
3493,1.0,1,Slighty warm,Slighty warm
3494,-1.0,0,Slighty cool,Neutral
3495,3.0,0,Hot,Neutral
3496,-0.0,1,Neutral,Slighty warm
3497,-1.0,0,Slighty cool,Neutral
3498,-1.0,0,Slighty cool,Neutral
3499,1.0,2,Slighty warm,Warm
3500,-1.0,0,Slighty cool,Neutral
3501,-1.0,0,Slighty cool,Neutral
3502,1.0,2,Slighty warm,Warm
3503,0.0,0,Neutral,Neutral
3504,0.0,0,Neutral,Neutral
3505,1.0,0,Slighty warm,Neutral
3506,3.0,1,Hot,Slighty warm
3507,1.0,0,Slighty warm,Neutral
3508,-1.0,0,Slighty cool,Neutral
3509,0.0,2,Neutral,Warm
3510,0.0,0,Neutral,Neutral
3511,0.0,0,Neutral,Neutral
3512,0.0,0,Neutral,Neutral
3513,-1.0,0,Slighty cool,Neutral
3514,0.0,0,Neutral,Neutral
3515,0.0,0,Neutral,Neutral
3516,1.0,2,Slighty warm,Warm
3517,-1.0,-1,Slighty cool,Slighty cool
3518,0.0,0,Neutral,Neutral
3519,0.0,0,Neutral,Neutral
3520,0.0,0,Neutral,Neutral
3521,0.0,0,Neutral,Neutral
3522,0.0,1,Neutral,Slighty warm
3523,0.0,0,Neutral,Neutral
3524,1.0,0,Slighty warm,Neutral
3525,3.0,1,Hot,Slighty warm
3526,2.0,1,Warm,Slighty warm
3527,0.0,0,Neutral,Neutral
3528,3.0,2,Hot,Warm
3529,0.0,1,Neutral,Slighty warm
3530,0.0,0,Neutral,Neutral
3531,2.0,0,Warm,Neutral
3532,0.0,0,Neutral,Neutral
3533,0.0,0,Neutral,Neutral
3534,3.0,1,Hot,Slighty warm
3535,0.0,0,Neutral,Neutral
3536,0.0,0,Neutral,Neutral
3537,1.0,2,Slighty warm,Warm
3538,-1.0,0,Slighty cool,Neutral
3539,1.0,0,Slighty warm,Neutral
3540,-1.0,-1,Slighty cool,Slighty cool
3541,-2.0,0,Cool,Neutral
3542,3.0,2,Hot,Warm
3543,0.0,0,Neutral,Neutral
3544,1.0,0,Slighty warm,Neutral
3545,1.0,-1,Slighty warm,Slighty cool
3546,1.0,2,Slighty warm,Warm
3547,-1.0,0,Slighty cool,Neutral
3548,-2.0,-1,Cool,Slighty cool
3549,-1.0,-1,Slighty cool,Slighty cool
3550,-0.0,-1,Neutral,Slighty cool
3551,0.0,0,Neutral,Neutral
3552,2.0,0,Warm,Neutral
3553,1.0,1,Slighty warm,Slighty warm
3554,1.0,0,Slighty warm,Neutral
3555,2.0,0,Warm,Neutral
3556,0.0,0,Neutral,Neutral
3557,-1.0,-2,Slighty cool,Cool
3558,0.0,0,Neutral,Neutral
3559,-2.0,-1,Cool,Slighty cool
3560,0.0,1,Neutral,Slighty warm
3561,0.0,0,Neutral,Neutral
3562,0.0,0,Neutral,Neutral
3563,0.0,-1,Neutral,Slighty cool
3564,1.0,0,Slighty warm,Neutral
3565,0.0,-1,Neutral,Slighty cool
3566,0.0,0,Neutral,Neutral
3567,-2.0,0,Cool,Neutral
3568,0.0,0,Neutral,Neutral
3569,1.0,0,Slighty warm,Neutral
3570,0.0,0,Neutral,Neutral
3571,3.0,2,Hot,Warm
3572,0.0,0,Neutral,Neutral
3573,1.0,0,Slighty warm,Neutral
3574,3.0,2,Hot,Warm
3575,-1.0,0,Slighty cool,Neutral
3576,-1.0,0,Slighty cool,Neutral
3577,1.0,1,Slighty warm,Slighty warm
3578,3.0,2,Hot,Warm
3579,0.0,0,Neutral,Neutral
3580,0.0,0,Neutral,Neutral
3581,0.0,0,Neutral,Neutral
3582,0.0,0,Neutral,Neutral
3583,1.0,-1,Slighty warm,Slighty cool
3584,1.0,0,Slighty warm,Neutral
3585,3.0,3,Hot,Hot
3586,1.0,0,Slighty warm,Neutral
3587,-1.0,0,Slighty cool,Neutral
3588,1.0,1,Slighty warm,Slighty warm
3589,0.0,0,Neutral,Neutral
3590,2.0,0,Warm,Neutral
3591,-1.0,-1,Slighty cool,Slighty cool
3592,2.0,0,Warm,Neutral
3593,2.0,0,Warm,Neutral
3594,-1.0,0,Slighty cool,Neutral
3595,2.0,1,Warm,Slighty warm
3596,-0.0,1,Neutral,Slighty warm
3597,-2.0,0,Cool,Neutral
3598,-0.0,0,Neutral,Neutral
3599,0.0,0,Neutral,Neutral
3600,0.0,0,Neutral,Neutral
3601,0.0,0,Neutral,Neutral
3602,-2.0,-1,Cool,Slighty cool
3603,2.0,0,Warm,Neutral
3604,-1.0,-1,Slighty cool,Slighty cool
3605,3.0,2,Hot,Warm
3606,-1.0,1,Slighty cool,Slighty warm
3607,1.0,0,Slighty warm,Neutral
3608,-1.0,-1,Slighty cool,Slighty cool
3609,0.0,1,Neutral,Slighty warm
3610,0.0,0,Neutral,Neutral
3611,0.0,0,Neutral,Neutral
3612,-1.0,0,Slighty cool,Neutral
3613,0.0,0,Neutral,Neutral
3614,0.0,2,Neutral,Warm
3615,1.0,1,Slighty warm,Slighty warm
3616,0.0,0,Neutral,Neutral
3617,1.0,0,Slighty warm,Neutral
3618,1.0,0,Slighty warm,Neutral
3619,-1.0,0,Slighty cool,Neutral
3620,0.0,2,Neutral,Warm
3621,0.0,0,Neutral,Neutral
3622,2.0,1,Warm,Slighty warm
3623,0.0,0,Neutral,Neutral
3624,-1.0,0,Slighty cool,Neutral
3625,0.0,0,Neutral,Neutral
3626,0.0,0,Neutral,Neutral
3627,-0.0,0,Neutral,Neutral
3628,3.0,0,Hot,Neutral
3629,0.0,0,Neutral,Neutral
3630,1.0,0,Slighty warm,Neutral
3631,1.0,1,Slighty warm,Slighty warm
3632,1.0,0,Slighty warm,Neutral
3633,0.0,0,Neutral,Neutral
3634,0.0,0,Neutral,Neutral
3635,2.0,2,Warm,Warm
3636,-1.0,-1,Slighty cool,Slighty cool
3637,-2.0,-1,Cool,Slighty cool
3638,0.0,0,Neutral,Neutral
3639,0.0,0,Neutral,Neutral
3640,-2.0,-1,Cool,Slighty cool
3641,-1.0,0,Slighty cool,Neutral
3642,2.0,1,Warm,Slighty warm
3643,0.0,0,Neutral,Neutral
3644,2.0,0,Warm,Neutral
3645,3.0,1,Hot,Slighty warm
3646,-0.0,0,Neutral,Neutral
3647,-1.0,0,Slighty cool,Neutral
3648,0.0,0,Neutral,Neutral
3649,0.0,1,Neutral,Slighty warm
3650,1.0,1,Slighty warm,Slighty warm
3651,1.0,1,Slighty warm,Slighty warm
3652,0.0,1,Neutral,Slighty warm
3653,0.0,0,Neutral,Neutral
3654,0.0,0,Neutral,Neutral
3655,3.0,2,Hot,Warm
3656,-1.0,0,Slighty cool,Neutral
3657,3.0,2,Hot,Warm
3658,0.0,0,Neutral,Neutral
3659,0.0,0,Neutral,Neutral
3660,-1.0,0,Slighty cool,Neutral
3661,1.0,0,Slighty warm,Neutral
3662,0.0,0,Neutral,Neutral
3663,0.0,0,Neutral,Neutral
3664,0.0,0,Neutral,Neutral
3665,1.0,0,Slighty warm,Neutral
3666,-1.0,0,Slighty cool,Neutral
3667,0.0,0,Neutral,Neutral
3668,-2.0,0,Cool,Neutral
3669,-1.0,1,Slighty cool,Slighty warm
3670,0.0,0,Neutral,Neutral
3671,-1.0,-1,Slighty cool,Slighty cool
3672,0.0,0,Neutral,Neutral
3673,3.0,2,Hot,Warm
3674,-1.0,0,Slighty cool,Neutral
3675,1.0,1,Slighty warm,Slighty warm
3676,0.0,-1,Neutral,Slighty cool
3677,3.0,2,Hot,Warm
3678,0.0,0,Neutral,Neutral
3679,0.0,0,Neutral,Neutral
3680,0.0,0,Neutral,Neutral
3681,0.0,0,Neutral,Neutral
3682,0.0,-1,Neutral,Slighty cool
3683,0.0,1,Neutral,Slighty warm
3684,0.0,0,Neutral,Neutral
3685,0.0,0,Neutral,Neutral
3686,-1.0,0,Slighty cool,Neutral
3687,0.0,1,Neutral,Slighty warm
3688,2.0,1,Warm,Slighty warm
3689,0.0,1,Neutral,Slighty warm
3690,0.0,1,Neutral,Slighty warm
3691,-1.0,0,Slighty cool,Neutral
3692,0.0,0,Neutral,Neutral
3693,-1.0,0,Slighty cool,Neutral
3694,-1.0,1,Slighty cool,Slighty warm
3695,-1.0,0,Slighty cool,Neutral
3696,0.0,0,Neutral,Neutral
3697,-1.0,-1,Slighty cool,Slighty cool
3698,0.0,-1,Neutral,Slighty cool
3699,-1.0,-1,Slighty cool,Slighty cool
3700,3.0,1,Hot,Slighty warm
3701,0.0,2,Neutral,Warm
3702,0.0,1,Neutral,Slighty warm
3703,-2.0,-1,Cool,Slighty cool
3704,3.0,3,Hot,Hot
3705,0.0,0,Neutral,Neutral
3706,2.0,1,Warm,Slighty warm
3707,1.0,2,Slighty warm,Warm
3708,0.0,0,Neutral,Neutral
3709,1.0,0,Slighty warm,Neutral
3710,0.0,0,Neutral,Neutral
3711,0.0,0,Neutral,Neutral
3712,-1.0,0,Slighty cool,Neutral
3713,-1.0,0,Slighty cool,Neutral
3714,0.0,0,Neutral,Neutral
3715,-3.0,-1,Cold,Slighty cool
3716,1.0,0,Slighty warm,Neutral
3717,0.0,-1,Neutral,Slighty cool
3718,3.0,1,Hot,Slighty warm
3719,-1.0,0,Slighty cool,Neutral
3720,3.0,2,Hot,Warm
3721,-1.0,0,Slighty cool,Neutral
3722,-1.0,0,Slighty cool,Neutral
3723,-2.0,-1,Cool,Slighty cool
3724,2.0,1,Warm,Slighty warm
3725,1.0,0,Slighty warm,Neutral
3726,0.0,0,Neutral,Neutral
3727,0.0,1,Neutral,Slighty warm
3728,0.0,0,Neutral,Neutral
3729,0.0,0,Neutral,Neutral
3730,1.0,0,Slighty warm,Neutral
3731,1.0,1,Slighty warm,Slighty warm
3732,0.0,0,Neutral,Neutral
3733,2.0,0,Warm,Neutral
3734,2.0,1,Warm,Slighty warm
3735,0.0,1,Neutral,Slighty warm
3736,-1.0,1,Slighty cool,Slighty warm
3737,2.0,1,Warm,Slighty warm
3738,-1.0,0,Slighty cool,Neutral
3739,1.0,1,Slighty warm,Slighty warm
3740,-1.0,-1,Slighty cool,Slighty cool
3741,2.0,0,Warm,Neutral
3742,0.0,0,Neutral,Neutral
3743,0.0,1,Neutral,Slighty warm
3744,-1.0,0,Slighty cool,Neutral
3745,-1.0,0,Slighty cool,Neutral
3746,1.0,0,Slighty warm,Neutral
3747,1.0,0,Slighty warm,Neutral
3748,1.0,0,Slighty warm,Neutral
3749,3.0,1,Hot,Slighty warm
3750,-2.0,-1,Cool,Slighty cool
3751,0.0,-1,Neutral,Slighty cool
3752,-1.0,-1,Slighty cool,Slighty cool
3753,0.0,-1,Neutral,Slighty cool
3754,0.0,1,Neutral,Slighty warm
3755,0.0,0,Neutral,Neutral
3756,1.0,1,Slighty warm,Slighty warm
3757,3.0,1,Hot,Slighty warm
3758,-1.0,0,Slighty cool,Neutral
3759,0.0,1,Neutral,Slighty warm
3760,-2.0,0,Cool,Neutral
3761,0.0,0,Neutral,Neutral
3762,0.0,1,Neutral,Slighty warm
3763,-1.0,0,Slighty cool,Neutral
3764,0.0,0,Neutral,Neutral
3765,0.0,0,Neutral,Neutral
3766,-1.0,0,Slighty cool,Neutral
3767,0.0,2,Neutral,Warm
3768,0.0,1,Neutral,Slighty warm
3769,2.0,0,Warm,Neutral
3770,0.0,0,Neutral,Neutral
3771,2.0,0,Warm,Neutral
3772,0.0,1,Neutral,Slighty warm
3773,-1.0,0,Slighty cool,Neutral
3774,3.0,2,Hot,Warm
3775,1.0,0,Slighty warm,Neutral
3776,-2.0,0,Cool,Neutral
3777,0.0,0,Neutral,Neutral
3778,-1.0,0,Slighty cool,Neutral
3779,3.0,2,Hot,Warm
3780,0.0,0,Neutral,Neutral
3781,-1.0,-1,Slighty cool,Slighty cool
3782,1.0,1,Slighty warm,Slighty warm
3783,0.0,0,Neutral,Neutral
3784,1.0,-1,Slighty warm,Slighty cool
3785,2.0,0,Warm,Neutral
3786,0.0,0,Neutral,Neutral
3787,-2.0,0,Cool,Neutral
3788,0.0,-1,Neutral,Slighty cool
3789,0.0,1,Neutral,Slighty warm
3790,0.0,0,Neutral,Neutral
3791,0.0,0,Neutral,Neutral
3792,-1.0,-1,Slighty cool,Slighty cool
3793,0.0,1,Neutral,Slighty warm
3794,1.0,1,Slighty warm,Slighty warm
3795,1.0,0,Slighty warm,Neutral
3796,0.0,-1,Neutral,Slighty cool
3797,-1.0,0,Slighty cool,Neutral
3798,-1.0,0,Slighty cool,Neutral
3799,-1.0,0,Slighty cool,Neutral
3800,-1.0,0,Slighty cool,Neutral
3801,-1.0,0,Slighty cool,Neutral
3802,0.0,0,Neutral,Neutral
3803,1.0,0,Slighty warm,Neutral
3804,0.0,0,Neutral,Neutral
3805,0.0,1,Neutral,Slighty warm
3806,1.0,0,Slighty warm,Neutral
3807,0.0,0,Neutral,Neutral
3808,0.0,1,Neutral,Slighty warm
3809,0.0,0,Neutral,Neutral
3810,0.0,0,Neutral,Neutral
3811,0.0,0,Neutral,Neutral
3812,0.0,0,Neutral,Neutral
3813,0.0,1,Neutral,Slighty warm
3814,0.0,0,Neutral,Neutral
3815,0.0,0,Neutral,Neutral
3816,0.0,0,Neutral,Neutral
3817,3.0,1,Hot,Slighty warm
3818,0.0,1,Neutral,Slighty warm
3819,1.0,1,Slighty warm,Slighty warm
3820,0.0,0,Neutral,Neutral
3821,0.0,0,Neutral,Neutral
3822,0.0,0,Neutral,Neutral
3823,2.0,1,Warm,Slighty warm
3824,0.0,0,Neutral,Neutral
3825,0.0,0,Neutral,Neutral
3826,1.0,1,Slighty warm,Slighty warm
3827,0.0,-1,Neutral,Slighty cool
3828,1.0,0,Slighty warm,Neutral
3829,0.0,1,Neutral,Slighty warm
3830,-1.0,0,Slighty cool,Neutral
3831,1.0,1,Slighty warm,Slighty warm
3832,2.0,0,Warm,Neutral
3833,0.0,-1,Neutral,Slighty cool
3834,0.0,0,Neutral,Neutral
3835,0.0,2,Neutral,Warm
3836,0.0,0,Neutral,Neutral
3837,-1.0,0,Slighty cool,Neutral
3838,0.0,0,Neutral,Neutral
3839,0.0,1,Neutral,Slighty warm
3840,-1.0,0,Slighty cool,Neutral
3841,1.0,0,Slighty warm,Neutral
3842,0.0,0,Neutral,Neutral
3843,2.0,1,Warm,Slighty warm
3844,1.0,0,Slighty warm,Neutral
3845,0.0,0,Neutral,Neutral
3846,0.0,1,Neutral,Slighty warm
3847,-1.0,0,Slighty cool,Neutral
3848,-1.0,-1,Slighty cool,Slighty cool
3849,1.0,0,Slighty warm,Neutral
3850,1.0,0,Slighty warm,Neutral
3851,1.0,0,Slighty warm,Neutral
3852,2.0,1,Warm,Slighty warm
3853,0.0,0,Neutral,Neutral
3854,0.0,1,Neutral,Slighty warm
3855,0.0,0,Neutral,Neutral
3856,0.0,0,Neutral,Neutral
3857,-1.0,0,Slighty cool,Neutral
3858,-1.0,0,Slighty cool,Neutral
3859,1.0,0,Slighty warm,Neutral
3860,-0.0,0,Neutral,Neutral
3861,-1.0,0,Slighty cool,Neutral
3862,0.0,0,Neutral,Neutral
3863,1.0,1,Slighty warm,Slighty warm
3864,2.0,0,Warm,Neutral
3865,0.0,0,Neutral,Neutral
3866,0.0,0,Neutral,Neutral
3867,3.0,0,Hot,Neutral
3868,0.0,0,Neutral,Neutral
3869,-1.0,0,Slighty cool,Neutral
3870,0.0,0,Neutral,Neutral
3871,-1.0,0,Slighty cool,Neutral
3872,-1.0,0,Slighty cool,Neutral
3873,0.0,0,Neutral,Neutral
3874,-1.0,0,Slighty cool,Neutral
3875,0.0,0,Neutral,Neutral
3876,0.0,0,Neutral,Neutral
3877,0.0,1,Neutral,Slighty warm
3878,0.0,0,Neutral,Neutral
3879,0.0,0,Neutral,Neutral
3880,0.0,0,Neutral,Neutral
3881,0.0,0,Neutral,Neutral
3882,2.0,1,Warm,Slighty warm
3883,0.0,0,Neutral,Neutral
3884,3.0,1,Hot,Slighty warm
3885,0.0,0,Neutral,Neutral
3886,-0.0,1,Neutral,Slighty warm
3887,1.0,0,Slighty warm,Neutral
3888,0.0,0,Neutral,Neutral
3889,-1.0,0,Slighty cool,Neutral
3890,1.0,0,Slighty warm,Neutral
3891,-1.0,0,Slighty cool,Neutral
3892,2.0,1,Warm,Slighty warm
3893,0.0,0,Neutral,Neutral
3894,3.0,1,Hot,Slighty warm
3895,0.0,0,Neutral,Neutral
3896,3.0,0,Hot,Neutral
3897,1.0,0,Slighty warm,Neutral
3898,1.0,0,Slighty warm,Neutral
3899,0.0,0,Neutral,Neutral
3900,0.0,0,Neutral,Neutral
3901,0.0,1,Neutral,Slighty warm
3902,0.0,1,Neutral,Slighty warm
3903,0.0,0,Neutral,Neutral
3904,0.0,0,Neutral,Neutral
3905,-1.0,-2,Slighty cool,Cool
3906,0.0,0,Neutral,Neutral
3907,-1.0,0,Slighty cool,Neutral
3908,0.0,0,Neutral,Neutral
3909,-1.0,-1,Slighty cool,Slighty cool
3910,2.0,0,Warm,Neutral
3911,-1.0,0,Slighty cool,Neutral
3912,1.0,0,Slighty warm,Neutral
3913,-0.0,1,Neutral,Slighty warm
3914,0.0,0,Neutral,Neutral
3915,1.0,2,Slighty warm,Warm
3916,-1.0,0,Slighty cool,Neutral
3917,1.0,1,Slighty warm,Slighty warm
3918,-1.0,0,Slighty cool,Neutral
3919,0.0,0,Neutral,Neutral
3920,2.0,0,Warm,Neutral
3921,0.0,0,Neutral,Neutral
3922,-1.0,-1,Slighty cool,Slighty cool
3923,-0.0,1,Neutral,Slighty warm
3924,1.0,1,Slighty warm,Slighty warm
3925,1.0,1,Slighty warm,Slighty warm
3926,-1.0,0,Slighty cool,Neutral
3927,1.0,0,Slighty warm,Neutral
3928,1.0,1,Slighty warm,Slighty warm
3929,0.0,1,Neutral,Slighty warm
3930,1.0,1,Slighty warm,Slighty warm
3931,0.0,3,Neutral,Hot
3932,0.0,0,Neutral,Neutral
3933,0.0,0,Neutral,Neutral
3934,-1.0,0,Slighty cool,Neutral
3935,2.0,0,Warm,Neutral
3936,3.0,1,Hot,Slighty warm
3937,1.0,2,Slighty warm,Warm
3938,-3.0,0,Cold,Neutral
3939,0.0,0,Neutral,Neutral
3940,0.0,0,Neutral,Neutral
3941,2.0,0,Warm,Neutral
3942,-2.0,-1,Cool,Slighty cool
3943,3.0,2,Hot,Warm
3944,1.0,0,Slighty warm,Neutral
3945,-1.0,0,Slighty cool,Neutral
3946,-1.0,-1,Slighty cool,Slighty cool
3947,-0.0,0,Neutral,Neutral
3948,0.0,1,Neutral,Slighty warm
3949,2.0,0,Warm,Neutral
3950,0.0,0,Neutral,Neutral
3951,1.0,1,Slighty warm,Slighty warm
3952,-1.0,0,Slighty cool,Neutral
3953,0.0,0,Neutral,Neutral
3954,0.0,0,Neutral,Neutral
3955,1.0,2,Slighty warm,Warm
3956,-2.0,-1,Cool,Slighty cool
3957,0.0,0,Neutral,Neutral
3958,3.0,2,Hot,Warm
3959,0.0,0,Neutral,Neutral
3960,-2.0,0,Cool,Neutral
3961,1.0,0,Slighty warm,Neutral
3962,0.0,0,Neutral,Neutral
3963,2.0,2,Warm,Warm
3964,1.0,0,Slighty warm,Neutral
3965,-2.0,-1,Cool,Slighty cool
3966,-1.0,0,Slighty cool,Neutral
3967,3.0,3,Hot,Hot
3968,0.0,0,Neutral,Neutral
3969,0.0,0,Neutral,Neutral
3970,-0.0,0,Neutral,Neutral
3971,-1.0,0,Slighty cool,Neutral
3972,0.0,0,Neutral,Neutral
3973,0.0,1,Neutral,Slighty warm
3974,-1.0,0,Slighty cool,Neutral
3975,-1.0,0,Slighty cool,Neutral
3976,1.0,0,Slighty warm,Neutral
3977,0.0,0,Neutral,Neutral
3978,-1.0,0,Slighty cool,Neutral
3979,0.0,1,Neutral,Slighty warm
3980,2.0,1,Warm,Slighty warm
3981,0.0,0,Neutral,Neutral
3982,1.0,0,Slighty warm,Neutral
3983,0.0,0,Neutral,Neutral
3984,0.0,0,Neutral,Neutral
3985,3.0,1,Hot,Slighty warm
3986,1.0,1,Slighty warm,Slighty warm
3987,0.0,0,Neutral,Neutral
3988,2.0,1,Warm,Slighty warm
3989,3.0,1,Hot,Slighty warm
3990,0.0,-1,Neutral,Slighty cool
3991,0.0,0,Neutral,Neutral
3992,0.0,0,Neutral,Neutral
3993,0.0,0,Neutral,Neutral
3994,1.0,1,Slighty warm,Slighty warm
3995,-1.0,0,Slighty cool,Neutral
3996,-1.0,0,Slighty cool,Neutral
3997,1.0,1,Slighty warm,Slighty warm
3998,2.0,1,Warm,Slighty warm
3999,-0.0,0,Neutral,Neutral
4000,-1.0,0,Slighty cool,Neutral
4001,0.0,0,Neutral,Neutral
4002,0.0,0,Neutral,Neutral
4003,0.0,0,Neutral,Neutral
4004,0.0,0,Neutral,Neutral
4005,1.0,0,Slighty warm,Neutral
4006,0.0,0,Neutral,Neutral
4007,0.0,0,Neutral,Neutral
4008,2.0,1,Warm,Slighty warm
4009,2.0,1,Warm,Slighty warm
4010,3.0,1,Hot,Slighty warm
4011,1.0,1,Slighty warm,Slighty warm
4012,0.0,-1,Neutral,Slighty cool
4013,0.0,0,Neutral,Neutral
4014,-1.0,0,Slighty cool,Neutral
4015,0.0,0,Neutral,Neutral
4016,0.0,0,Neutral,Neutral
4017,0.0,0,Neutral,Neutral
4018,0.0,0,Neutral,Neutral
4019,0.0,0,Neutral,Neutral
4020,0.0,0,Neutral,Neutral
4021,3.0,1,Hot,Slighty warm
4022,0.0,0,Neutral,Neutral
4023,0.0,0,Neutral,Neutral
4024,0.0,0,Neutral,Neutral
4025,-1.0,1,Slighty cool,Slighty warm
4026,0.0,0,Neutral,Neutral
4027,-2.0,-1,Cool,Slighty cool
4028,0.0,0,Neutral,Neutral
4029,1.0,1,Slighty warm,Slighty warm
4030,0.0,1,Neutral,Slighty warm
4031,0.0,0,Neutral,Neutral
4032,3.0,0,Hot,Neutral
4033,-1.0,0,Slighty cool,Neutral
4034,-1.0,-1,Slighty cool,Slighty cool
4035,2.0,1,Warm,Slighty warm
4036,3.0,1,Hot,Slighty warm
4037,-1.0,-1,Slighty cool,Slighty cool
4038,0.0,0,Neutral,Neutral
4039,2.0,2,Warm,Warm
4040,3.0,1,Hot,Slighty warm
4041,2.0,1,Warm,Slighty warm
4042,0.0,0,Neutral,Neutral
4043,2.0,1,Warm,Slighty warm
4044,-1.0,0,Slighty cool,Neutral
4045,-1.0,0,Slighty cool,Neutral
4046,0.0,1,Neutral,Slighty warm
4047,0.0,0,Neutral,Neutral
4048,0.0,0,Neutral,Neutral
4049,0.0,0,Neutral,Neutral
4050,-1.0,-1,Slighty cool,Slighty cool
4051,-2.0,0,Cool,Neutral
4052,1.0,0,Slighty warm,Neutral
4053,1.0,0,Slighty warm,Neutral
4054,-2.0,0,Cool,Neutral
4055,1.0,1,Slighty warm,Slighty warm
4056,-0.0,1,Neutral,Slighty warm
4057,0.0,0,Neutral,Neutral
4058,1.0,0,Slighty warm,Neutral
4059,1.0,0,Slighty warm,Neutral
4060,1.0,1,Slighty warm,Slighty warm
4061,-2.0,1,Cool,Slighty warm
4062,0.0,1,Neutral,Slighty warm
4063,0.0,0,Neutral,Neutral
4064,0.0,0,Neutral,Neutral
4065,3.0,0,Hot,Neutral
4066,-0.0,0,Neutral,Neutral
4067,-1.0,-1,Slighty cool,Slighty cool
4068,-1.0,-1,Slighty cool,Slighty cool
4069,1.0,0,Slighty warm,Neutral
4070,1.0,0,Slighty warm,Neutral
4071,2.0,1,Warm,Slighty warm
4072,-1.0,-1,Slighty cool,Slighty cool
4073,-1.0,0,Slighty cool,Neutral
4074,0.0,0,Neutral,Neutral
4075,0.0,0,Neutral,Neutral
4076,3.0,0,Hot,Neutral
4077,0.0,1,Neutral,Slighty warm
4078,0.0,1,Neutral,Slighty warm
4079,2.0,0,Warm,Neutral
4080,-1.0,-1,Slighty cool,Slighty cool
4081,3.0,1,Hot,Slighty warm
4082,0.0,0,Neutral,Neutral
4083,0.0,0,Neutral,Neutral
4084,0.0,0,Neutral,Neutral
4085,-1.0,0,Slighty cool,Neutral
4086,0.0,1,Neutral,Slighty warm
4087,1.0,1,Slighty warm,Slighty warm
4088,1.0,0,Slighty warm,Neutral
4089,-2.0,0,Cool,Neutral
4090,-1.0,0,Slighty cool,Neutral
4091,0.0,0,Neutral,Neutral
4092,0.0,0,Neutral,Neutral
4093,-1.0,0,Slighty cool,Neutral
4094,0.0,0,Neutral,Neutral
4095,-1.0,0,Slighty cool,Neutral
4096,0.0,0,Neutral,Neutral
4097,1.0,0,Slighty warm,Neutral
4098,0.0,1,Neutral,Slighty warm
4099,-1.0,-1,Slighty cool,Slighty cool
4100,-2.0,0,Cool,Neutral
4101,0.0,1,Neutral,Slighty warm
4102,1.0,1,Slighty warm,Slighty warm
4103,0.0,0,Neutral,Neutral
4104,1.0,0,Slighty warm,Neutral
4105,0.0,0,Neutral,Neutral
4106,1.0,1,Slighty warm,Slighty warm
4107,1.0,1,Slighty warm,Slighty warm
4108,1.0,0,Slighty warm,Neutral
4109,-0.0,0,Neutral,Neutral
4110,-1.0,0,Slighty cool,Neutral
4111,-1.0,-1,Slighty cool,Slighty cool
4112,0.0,0,Neutral,Neutral
4113,2.0,1,Warm,Slighty warm
4114,0.0,0,Neutral,Neutral
4115,-1.0,0,Slighty cool,Neutral
4116,0.0,0,Neutral,Neutral
4117,0.0,-1,Neutral,Slighty cool
4118,1.0,0,Slighty warm,Neutral
4119,1.0,1,Slighty warm,Slighty warm
4120,0.0,1,Neutral,Slighty warm
4121,-2.0,0,Cool,Neutral
4122,-1.0,0,Slighty cool,Neutral
4123,-1.0,0,Slighty cool,Neutral
4124,-1.0,0,Slighty cool,Neutral
4125,3.0,2,Hot,Warm
4126,-1.0,0,Slighty cool,Neutral
4127,-2.0,0,Cool,Neutral
4128,0.0,-1,Neutral,Slighty cool
4129,0.0,0,Neutral,Neutral
4130,0.0,1,Neutral,Slighty warm
4131,1.0,2,Slighty warm,Warm
4132,1.0,1,Slighty warm,Slighty warm
